,age_head,age_spouse,e00200p,e00900p,e02100p,e00200s,e00900s,e02100s,e00600,e00800,e01500,e02300,s006,DSI,blind_head,blind_spouse,nu18,n1820,n21,ssi_ben,vet_ben,snap_ben,mcare_ben,mcaid_ben,e02400,tanf_ben,housing_ben,wic_ben,nu13,nu05,n24,elderly_dependents,f2441,EIC,XTOT,MARS,e01100,e01400,e03300,e03270,e20400,e32800,e19200,e18500,e03240,e17500,e18400,e00900,e00650,e00300,e00400,e01700,e19800,e20100,e03210,e03150,other_ben,e00200,e02100
128031,28,33,0,190049,0,0,285384,0,0,0,0,0,4100,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,2,2,4,2,0,0,0,3198,0,0,20261,3743,0,0,3000,475433,0,147,0,0,6003,1316,0,0,0,0,0
357668,57,0,74192,0,0,0,0,0,17954,0,0,0,1600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7118,2665,0,0,5638,0,12173,35,0,0,5277,1157,0,0,0,74192,0
190324,18,0,108,0,0,0,0,0,0,0,0,0,55600,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,341,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,108,0
354503,71,65,0,0,2174267,0,0,263929,0,0,0,0,700,0,0,0,0,0,2,0,0,0,23244,0,34389,0,0,0,0,0,0,0,0,0,2,2,0,17589,0,0,0,0,21464,12904,0,42189,3000,0,0,64661,0,0,7178,1574,0,0,0,0,2438196
96201,48,0,164376,0,0,0,0,0,283,2397712,0,0,3400,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,76,0,0,0,0,0,39883,10047,0,0,3000,0,191,9549,0,0,0,0,0,0,0,164376,0
229904,58,58,14744,0,0,14744,0,0,0,0,0,0,54900,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1482,0,0,0,0,0,0,0,0,0,0,29488,0
319816,35,41,0,0,0,68257,0,0,0,0,0,0,45100,0,0,0,1,0,2,0,0,0,0,7031,0,0,0,0,0,0,1,0,0,1,3,2,0,54931,0,0,0,0,0,0,0,0,9494,0,0,0,0,0,0,0,0,0,2872,68257,0
274113,44,0,534895,0,0,0,0,0,177,0,0,0,5500,0,0,0,1,0,1,0,0,0,0,0,0,12924,0,0,1,0,1,0,1,1,2,4,0,0,0,0,0,1666,0,0,0,0,3000,0,0,2,0,0,6588,1444,0,0,0,534895,0
429652,54,0,0,0,0,0,0,0,0,0,0,0,2900,0,0,0,0,0,1,0,47721,0,0,0,13684,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3644,1328,0,0,840,0,0,6313,9183,0,0,0,0,0,0,0,0
416209,51,53,0,0,0,149337,61022,0,0,0,0,0,700,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,75188,0,7215,0,0,0,12043,3846,0,0,0,61022,0,0,0,0,0,0,0,0,0,149337,0
192994,46,0,64854,0,0,0,0,0,0,0,0,0,109800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3116,0,0,277,0,0,0,0,0,0,0,64854,0
131687,37,36,31248,0,0,32140,0,0,0,0,0,0,13200,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,1,3,0,2,3,5,2,0,0,0,0,0,0,11101,2428,0,0,4034,0,0,1853,5415,0,0,0,0,0,0,63388,0
409361,43,0,122964,0,0,0,0,0,0,0,0,0,114000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3000,0,0,13,0,0,0,0,0,0,0,122964,0
53269,27,0,7950,0,0,0,0,0,0,0,0,3093,63400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2285,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,7950,0
9025,62,60,0,0,0,45841,0,0,42085,0,0,0,5300,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18256,0,0,0,0,0,6640,3194,0,8169,5855,0,28533,2143,6339,0,5373,1178,0,0,0,45841,0
42473,23,0,34397,0,0,0,0,0,0,0,0,0,126300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7969,0,0,0,0,0,0,0,0,2038,0,0,0,0,0,4482,983,0,0,0,34397,0
418875,57,59,140507,0,0,0,0,0,653,0,0,0,53500,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10029,0,0,0,10656,0,9259,3606,0,0,8325,0,653,1700,0,0,5675,1244,197,0,0,140507,0
451479,80,0,0,0,0,0,0,0,0,0,11362,0,6800,0,0,0,0,0,1,0,0,0,11622,0,16971,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,691,1589,0,0,860,0,0,0,0,11362,0,0,0,0,0,0,0
77491,60,0,0,0,0,0,0,0,0,0,0,0,7700,0,0,0,0,0,1,7579,0,0,11622,7031,14964,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,5968,0,0
280426,69,68,84236,0,0,0,0,0,0,0,54283,0,4500,0,0,0,0,0,2,0,0,0,23244,0,47463,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5744,3838,0,0,8034,0,0,83,0,31321,4830,1059,376,0,0,84236,0
342679,21,0,14907,0,0,0,0,0,0,0,0,0,53800,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,750,0,0,4,0,0,0,0,0,0,0,14907,0
155107,44,0,62219,0,0,0,0,0,0,0,0,4372,63000,0,0,0,2,0,1,0,0,0,0,7031,0,0,0,0,0,0,1,0,0,1,3,4,314,0,0,0,0,146,0,0,0,0,3320,0,0,0,0,0,0,0,0,0,2872,62219,0
297692,52,0,28963,0,0,0,0,0,0,0,0,0,7500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28963,0
176419,43,37,59676,0,0,0,0,0,2545,0,0,0,800,0,0,0,0,0,2,0,47307,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17950,0,0,0,0,0,0,0,0,0,7754,0,2545,7810,23103,0,0,0,0,0,0,59676,0
387116,48,0,31962,0,0,0,0,0,0,0,0,0,50200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5013,1508,0,0,1227,0,0,67,0,0,0,0,0,0,0,31962,0
455094,64,62,0,0,0,0,0,0,126,0,96467,0,700,0,0,0,0,0,2,0,0,0,0,0,22604,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5394,0,126,272,0,96467,0,0,681,0,0,0,0
454784,67,0,30832,0,0,0,0,0,0,0,0,0,18400,0,0,0,0,0,1,0,0,0,11622,0,25130,0,0,0,0,0,0,0,0,0,1,1,352,4174,0,0,0,0,0,0,0,0,2938,0,0,0,0,0,0,0,0,0,0,30832,0
350002,76,0,0,0,0,0,0,0,0,0,0,0,105100,0,0,0,0,0,1,0,0,0,11622,0,21162,0,0,0,0,0,0,0,0,0,1,1,0,1898,0,0,0,0,1146,1475,0,0,1099,0,0,0,0,0,3873,849,0,0,0,0,0
267384,37,0,38073,0,0,0,0,0,0,0,0,0,27500,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,5,4,0,0,0,0,0,541,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,38073,0
67299,37,0,9872,0,0,0,0,0,0,0,0,3102,51200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,9872,0
69856,61,0,0,0,0,0,0,0,23216,0,0,0,18800,0,0,0,0,0,1,0,0,0,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,1124,0,0,0,0,0,2906,1372,0,0,1164,0,23216,3672,0,0,0,0,0,0,2872,0,0
372365,54,53,0,24010,0,7516,0,0,0,0,0,0,3000,0,0,0,0,0,2,5745,0,0,0,14062,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1413,9431,0,6039,2234,0,10597,2914,24010,0,203,0,0,0,0,0,0,8091,7516,0
143505,85,0,0,0,0,0,0,0,11466,0,118970,0,11500,0,0,0,0,0,1,0,0,0,11622,0,17666,0,0,0,0,0,0,0,0,0,1,1,0,45,0,0,0,0,1060,4139,0,0,10180,0,11466,5609,9709,118970,0,0,0,0,0,0,0
312157,30,30,91876,0,0,0,0,0,0,0,0,0,47800,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0,0,91876,0
334095,17,0,1618,0,0,0,0,0,0,0,0,0,51600,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,81,0,0,34,0,0,0,0,0,0,0,1618,0
431964,19,0,9159,0,0,0,0,0,0,0,0,2256,29800,0,0,0,0,1,0,0,0,3714,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,3837,841,0,0,1517,9159,0
424615,52,52,38228,0,0,1456,0,0,0,0,0,0,57600,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2180,0,0,1,0,0,0,0,0,0,0,39684,0
129109,38,39,45498,0,0,84073,0,0,0,0,0,0,13400,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,4,2,0,0,0,0,0,0,13182,2970,0,0,6552,0,0,19,0,0,5444,1194,1117,0,0,129571,0
321025,76,0,0,0,0,0,0,0,0,0,56205,0,7100,0,0,0,0,0,1,0,0,0,11622,0,12141,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1985,2220,0,0,2800,0,0,0,0,56205,4437,973,0,0,0,0,0
397624,70,70,0,0,0,0,0,0,0,0,0,0,60500,0,0,0,0,0,2,0,0,0,23244,0,44970,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2621,2121,0,0,2039,0,0,0,0,0,0,0,0,0,0,0,0
364010,65,69,0,0,0,0,0,0,3442,0,39398,0,45600,0,0,0,0,0,2,0,0,0,23244,0,28873,0,0,0,0,0,0,0,0,0,2,2,8520,2189,0,0,7847,0,5064,2854,0,0,4330,0,3442,1179,0,39398,0,0,0,0,0,0,0
381454,49,0,60582,0,0,0,0,0,0,0,0,0,94800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2239,3011,0,0,94,0,0,0,0,0,0,0,60582,0
134753,67,73,0,0,0,0,0,0,0,0,38042,0,5100,0,0,0,0,0,2,0,36739,0,23244,0,33792,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4176,2656,0,3522,0,0,0,17,0,38042,0,0,0,0,0,0,0
226737,53,54,0,49204,0,45648,0,0,13233,0,0,0,600,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,8982,0,0,0,0,9117,3055,0,0,5816,49204,13233,281,0,0,5352,1173,0,0,0,45648,0
88141,25,0,0,0,0,0,0,0,0,0,0,0,61900,0,0,0,0,0,1,0,0,3282,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30440,0,0,0,0,0,0,0,0,0,2117,0,0,0,0,0,0,0,0,0,1340,0,0
364529,61,0,0,53940,0,0,0,0,11647,0,44052,0,4100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,109,0,0,0,0,0,6509,2802,0,0,5962,53940,11647,10,0,44052,0,0,0,0,0,0,0
155522,59,0,0,0,0,0,0,0,0,0,44919,0,6800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5533,2434,0,0,3289,0,0,6231,14691,44919,0,0,0,0,0,0,0
41816,33,35,80936,0,0,65760,0,0,10700,0,0,0,3100,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,2,217848,0,0,0,11013,438,22570,4591,0,0,19865,0,0,22758,39391,0,0,0,0,5500,0,146696,0
415826,55,60,35556,0,0,91431,0,0,0,0,0,0,800,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,28965,0,0,0,0,0,10103,3668,0,0,0,0,0,14031,41503,0,0,0,270,0,0,126987,0
178281,43,42,56692,0,0,64649,0,0,764,0,0,0,12000,0,0,0,0,0,2,0,33501,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,795,0,6545,10064,0,0,11515,3039,0,0,6930,0,764,658,0,0,0,0,131,0,0,121341,0
69527,68,67,0,0,0,0,0,0,7,0,38808,0,7700,0,0,0,0,0,2,0,0,0,23244,0,43603,0,0,0,0,0,0,0,0,0,2,2,0,60741,0,0,0,0,5423,3478,0,0,6510,0,5,2135,6315,22392,4512,989,0,0,0,0,0
46540,53,0,0,26308,0,0,0,0,0,0,0,0,58500,0,0,0,0,0,1,0,0,2091,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,30,26308,0,0,0,0,0,0,0,0,854,0,0
26511,73,74,62052,0,0,53778,0,0,12650,0,8243,0,7400,0,0,0,0,0,2,0,0,0,23244,0,47387,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4868,4199,0,0,9298,0,12650,81,0,4756,4927,1080,0,67,0,115830,0
274907,43,36,74265,0,0,102980,0,0,3921,0,0,0,2500,0,0,0,2,0,2,0,0,0,0,0,0,12924,0,0,1,0,2,0,1,2,4,2,0,0,156922,149451,0,320,51583,11777,0,0,3000,0,3921,1599,0,0,8633,1893,0,0,0,177245,0
163056,60,60,33491,0,0,0,0,0,0,0,0,0,109200,0,0,0,0,0,2,0,0,0,0,0,6609,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4396,2059,0,0,2211,0,0,3,0,0,4739,1039,0,0,0,33491,0
427052,70,72,0,0,0,0,0,0,512,0,81699,0,2700,0,0,0,0,0,2,0,0,0,23244,0,37830,0,0,0,0,0,0,0,0,0,2,2,0,94599,0,0,0,0,6165,4288,0,0,3000,0,512,3000,0,81699,0,0,0,0,0,0,0
389898,64,61,0,0,0,0,0,0,56,0,45211,0,7700,0,0,0,0,0,2,0,22734,0,0,0,24470,0,0,0,0,0,0,0,0,0,2,2,5475,0,0,0,0,0,5569,2968,0,0,3000,0,38,8464,24729,45211,0,0,0,0,0,0,0
448302,66,60,0,0,0,0,0,0,13780,0,48375,0,3500,0,0,0,0,0,2,0,0,0,11622,0,15500,0,0,0,0,0,0,0,0,0,2,2,1529,0,36864,0,0,0,22330,10808,50328,0,89637,0,13780,2326,0,27912,0,0,0,0,0,0,0
308777,22,0,10872,0,0,0,0,0,0,0,0,0,21400,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,7861,0,0,0,0,0,541,0,0,502,504,0,0,0,0,0,0,10872,0
17184,51,0,0,15542,0,0,0,0,20651,0,0,0,3700,0,0,0,0,0,1,17371,0,0,11622,7031,12584,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,42580,15542,14001,68,0,0,0,0,0,0,9968,0,0
210918,34,0,9604,0,0,0,0,0,0,0,0,0,43400,0,0,0,2,0,1,0,0,0,0,14062,0,0,0,0,1,0,2,0,1,2,3,4,0,0,0,0,0,0,3806,823,0,0,500,0,0,0,0,0,0,0,0,0,5744,9604,0
10634,80,0,0,0,0,0,0,0,0,0,12895,0,27500,0,0,0,0,0,1,0,0,3033,11622,0,14689,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,723,1633,0,0,1307,0,0,8,0,7440,0,0,0,0,1239,0,0
278460,53,0,52774,0,0,0,0,0,134503,0,0,0,5300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8692,0,0,0,0,0,0,0,0,0,17077,0,91193,8488,14691,0,6320,1386,0,0,0,52774,0
402768,35,35,0,0,0,550376,0,0,0,0,0,0,3000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,31692,0,0,0,0,0,6952,1524,0,0,0,550376,0
60540,36,36,199640,0,0,59892,0,0,79054,0,0,0,300,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,2,0,0,17766,0,12307,463,0,0,0,0,27905,0,53598,4928,0,0,0,0,0,0,0,259532,0
200182,48,0,72547,0,0,0,0,0,0,0,0,0,105200,0,0,0,1,1,1,0,0,0,0,0,0,2832,0,0,0,0,1,0,0,2,3,4,299,0,0,0,0,437,0,0,0,0,3624,0,0,0,0,0,4900,1074,0,0,0,72547,0
369531,55,55,87780,0,0,87780,0,0,0,0,0,0,6000,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,0,0,0,0,0,629,12527,4059,0,0,10002,0,0,33,0,0,5749,1260,225,0,0,175560,0
95425,38,0,134240,11099,0,0,0,0,12260,0,0,0,78900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3000,11099,8312,2912,0,0,5589,1225,0,0,0,134240,0
368587,64,0,105336,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10733,0,6454,3103,0,0,7200,0,0,3628,10733,0,5463,1198,1415,0,0,105336,0
150539,46,35,49510,0,0,35649,0,0,2497,0,0,0,3800,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,426702,0,0,0,0,0,19787,5115,0,0,3000,0,2497,5419,9379,0,5345,1172,0,0,0,85159,0
110946,54,0,0,0,0,0,0,0,0,0,0,0,20600,0,0,0,0,0,1,6691,0,1971,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6410,0,0
354962,76,72,0,0,1274586,0,0,0,0,0,0,0,800,0,0,0,0,0,2,0,0,0,23244,0,52378,0,0,0,0,0,0,0,0,0,2,2,0,8705,0,0,0,0,11557,10136,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,1274586
108377,39,0,0,0,0,0,0,0,0,0,0,0,39100,0,0,0,1,1,1,0,0,2799,11622,0,13829,0,4336,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,0,1143,0,0
165128,66,0,0,0,0,0,0,0,69632,0,2958,0,6200,0,0,0,0,0,1,0,0,0,11622,0,21723,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6625,0,0,10,0,2958,0,0,0,0,0,0,0
383296,45,0,49533,0,0,0,0,0,0,0,0,0,98500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,4779,1048,0,0,0,49533,0
383353,53,52,81054,0,0,180120,0,0,460,0,0,0,6500,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,14378,4775,0,0,16788,0,312,9949,17221,0,6320,1386,0,0,0,261174,0
246656,43,43,68490,0,0,305203,0,0,40205,0,0,0,4800,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,2,0,3,0,2,3,6,2,2268,0,8925,0,0,1303,23699,5435,0,0,3000,0,40205,3912,6772,0,0,0,0,0,0,373693,0
266664,50,50,0,0,0,1128650,0,0,1482,0,0,0,3800,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,0,0,0,0,0,0,31466,8609,0,0,62518,0,1482,8428,1757,0,7610,1669,0,0,0,1128650,0
266256,69,66,81585,0,0,0,174470,0,822302,0,11309,0,7500,0,0,0,0,0,2,0,0,0,23244,0,41782,0,0,0,0,0,0,0,0,0,2,2,946,0,0,0,0,0,15093,8714,0,0,52390,174470,557521,229,0,6525,6309,1383,0,0,0,81585,0
66007,60,58,0,0,0,63063,0,0,0,0,0,0,14900,0,0,0,0,0,2,0,0,0,0,0,18530,0,0,0,0,0,0,0,0,0,2,2,0,365415,0,0,0,0,20830,8226,0,0,52486,0,0,0,0,0,5191,1138,0,0,0,63063,0
271115,23,0,18204,0,0,0,0,0,0,0,0,0,95200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,18204,0
231892,27,0,0,33627,0,0,0,0,0,0,0,0,6600,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,16784,0,0,0,0,0,0,0,0,2324,33627,0,4,0,0,4448,975,0,0,0,0,0
305635,47,0,2352,0,0,0,0,0,0,0,0,0,8100,1,0,0,0,0,1,0,0,7552,0,0,0,0,16193,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,3085,2352,0
276817,63,62,9134,0,0,0,0,0,0,0,0,0,128800,0,0,0,0,0,2,0,0,0,11622,0,7476,0,0,0,0,0,0,0,0,0,2,2,53,0,0,0,0,0,2345,1347,0,0,801,0,0,0,0,0,0,0,0,0,0,9134,0
77224,37,0,0,0,0,0,0,0,0,0,0,0,11100,0,0,0,0,0,1,0,0,9797,0,7031,0,0,17427,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6874,0,0
203291,75,73,0,0,0,0,0,0,0,0,26553,0,151800,0,0,0,0,0,2,0,0,0,23244,0,29746,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1998,2433,0,0,2592,0,0,0,0,26553,0,0,0,0,0,0,0
131981,57,58,22320,0,0,71424,0,0,1471,0,0,0,1700,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,67684,0,0,0,0,0,10360,3989,0,7711,10489,0,997,7805,13509,0,0,0,0,0,0,93744,0
425174,46,0,27306,0,0,0,0,0,0,0,0,0,32600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,4409,966,0,3516,0,27306,0
128657,79,0,0,0,0,0,0,0,0,0,1211,0,11200,0,0,0,0,0,1,0,0,4661,11622,0,18954,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,706,1426,0,0,974,0,0,0,0,0,0,0,0,0,1904,0,0
435750,49,0,76117,0,0,0,0,0,0,0,0,0,56500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,0,76117,0
177896,60,59,0,224332,0,69622,0,0,0,0,0,0,700,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2092,0,0,0,10434,4431,0,0,12754,224332,0,665,0,0,6069,1331,0,0,0,69622,0
197424,65,62,0,0,0,0,0,0,20626,0,42772,0,11400,0,0,0,0,0,2,0,0,0,11622,0,22258,0,0,0,0,0,0,0,0,0,2,2,11955,0,0,0,0,0,5269,2953,0,0,4680,0,20626,405,0,24679,0,0,0,0,0,0,0
186056,44,44,7527,0,0,0,22366,0,0,0,0,892,800,0,0,0,2,1,2,0,0,0,0,35157,0,0,0,0,1,0,2,0,1,2,5,2,0,0,0,0,0,0,0,0,0,0,2955,22366,0,0,0,0,0,0,0,0,14361,7527,0
321579,37,0,70532,0,0,0,0,0,0,0,0,0,65200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,70532,0
286643,55,0,0,21097,0,0,0,0,0,0,0,0,3200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2500,21097,0,0,0,0,4718,1034,0,0,0,0,0
448616,85,85,0,0,0,0,0,0,48873,0,28973,0,8200,0,0,0,0,0,2,0,0,0,23244,0,32840,0,0,0,0,0,0,0,0,0,2,2,12522,31847,0,0,0,0,392,4464,0,30452,8949,0,33136,811,0,28973,4721,1035,0,0,0,0,0
122186,34,0,30741,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,30741,0
211902,45,39,0,18699,0,0,0,0,0,0,0,0,4100,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,6,2,814,0,0,0,0,0,8547,2182,0,0,2699,18699,0,0,0,0,4725,1036,1794,0,0,0,0
345004,64,60,40745,0,0,61615,0,0,488,0,0,0,50400,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5795,3072,0,9074,5201,0,488,25,0,0,5333,1169,0,0,0,102360,0
302262,54,55,48897,0,0,27504,0,0,0,0,0,0,108200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,9720,0,6835,2499,0,0,3763,0,0,103,0,0,5097,1117,0,0,0,76401,0
130365,78,85,0,0,0,0,0,0,0,0,89775,0,700,0,0,0,0,0,2,0,0,0,23244,0,31488,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2006,3198,0,0,4632,0,0,4,0,89775,0,0,0,0,0,0,0
369758,28,0,43890,0,0,0,0,0,0,0,0,0,15700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9448,0,0,0,0,3250,2501,0,0,14,0,0,0,0,0,0,0,43890,0
446840,30,0,5074,0,0,0,0,0,0,0,0,0,44900,0,0,0,2,0,1,0,0,4134,0,21094,0,0,0,552,2,1,2,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,10305,5074,0
313286,80,0,0,0,0,0,0,0,0,0,0,0,123400,0,0,0,0,0,1,0,0,0,11622,0,22816,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,609,1474,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0
220747,59,60,53902,0,0,179676,0,9,0,0,0,0,11100,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,1084,0,0,0,0,11033,4343,0,0,11890,0,0,192,0,0,5957,1306,0,0,0,233578,9
200787,41,0,50380,0,0,0,0,0,18056,0,0,0,18400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1594,0,0,0,0,0,0,0,0,0,4827,0,12242,3380,9875,0,0,0,0,0,0,50380,0
